motif_id	tf_name	tf_class	tf_family	tf_subfamily
ZSC22_HUMAN.H11MO.0.C	ZSC22	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
ZSC31_HUMAN.H11MO.0.C	ZSC31	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
M08377_2.00	ZSCAN16	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08261_2.00	ZSCAN22	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08361_2.00	ZSCAN22	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08271_2.00	ZSCAN29	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF500-like factors
MA1602.1	ZSCAN29	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF500-like factors
M08365_2.00	ZSCAN30	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
M08270_2.00	ZSCAN31	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
M08393_2.00	ZSCAN31	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
M08390_2.00	ZSCAN5C	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZSCAN5-like zinc finger factors
